,Make,Model,Variant,Ex-Showroom_Price,Drivetrain,Emission_Norm,Fuel_Tank_Capacity,Fuel_Type,Length,Body_Type,Doors,ARAI_Certified_Mileage,Seating_Capacity,Type,Battery,Electric_Range
1082,Nissan,Micra,Xld (O),"2,92,667",FWD ,BS IV,41 litres,Diesel,3825 mm,Hatchback,5,23.08 km/litre,5,Manual,,
1083,Nissan,Micra,Xvd,"2,92,667",FWD ,BS IV,41 litres,Diesel,3825 mm,Hatchback,5,23.08 km/litre,5,Manual,,
1084,Mahindra,Bolero,Zlx,"2,92,667",FWD ,BS IV,60 litres,Diesel,4107 mm,SUV,5,15.96 km/litre,7,Manual,,
1085,Mahindra,Bolero,Slx,"2,92,667",FWD ,BS IV,60 litres,Diesel,4107 mm,SUV,5,15.96 km/litre,7,Manual,,
1086,Mahindra,Bolero,Sle,"2,92,667",FWD ,BS IV,60 litres,Diesel,4107 mm,SUV,5,15.96 km/litre,7,Manual,,
1087,Mahindra,Bolero,Ex,"2,92,667",FWD ,BS IV,60 litres,Diesel,4221 mm,SUV,5,15.96 km/litre,7,Manual,,
1088,Mahindra,Bolero,Ex Non Ac,"2,92,667",FWD ,BS IV,60 litres,Diesel,4221 mm,SUV,5,15.96 km/litre,7,Manual,,
1089,Maruti Suzuki,Ciaz,1.3L Alpha Smart Hybrid,"2,92,667",FWD ,BS IV,43 litres,Diesel,4490 mm,Sedan,4,28.09 km/litre,5,Manual,,
1090,Maruti Suzuki,Ciaz,1.3L Sigma Smart Hybrid,"2,92,667",FWD ,BS IV,43 litres,Diesel,4490 mm,Sedan,4,28.09 km/litre,5,Manual,,
1091,Maruti Suzuki,Ciaz,1.3L Delta Smart Hybrid,"2,92,667",FWD ,BS IV,43 litres,Diesel,4490 mm,Sedan,4,28.09 km/litre,5,Manual,,
1092,Maruti Suzuki,Ciaz,1.3L Zeta Smart Hybrid,"2,92,667",FWD ,BS IV,43 litres,Diesel,4490 mm,Sedan,4,28.09 km/litre,5,Manual,,
1093,Maruti Suzuki,Ciaz,1.5L Sigma Smart Hybrid,"2,92,667",FWD ,BS 6,43 litres,Petrol,4490 mm,Sedan,4,21.56 km/litre,5,Manual,,
1094,Maruti Suzuki,Ciaz,1.5L Delta Smart Hybrid,"2,92,667",FWD ,BS 6,43 litres,Petrol,4490 mm,Sedan,4,21.56 km/litre,5,Manual,,
1095,Maruti Suzuki,Ciaz,1.5L Zeta Smart Hybrid,"2,92,667",FWD ,BS 6,43 litres,Petrol,4490 mm,Sedan,4,21.56 km/litre,5,Manual,,
1096,Maruti Suzuki,Ciaz,1.5L Alpha Smart Hybrid,"2,92,667",FWD ,BS 6,43 litres,Petrol,4490 mm,Sedan,4,21.56 km/litre,5,Manual,,
1097,Maruti Suzuki,Ciaz,1.5L Delta At Smart Hybrid,"2,92,667",FWD ,BS 6,43 litres,Petrol,4490 mm,Sedan,4,20.28 km/litre,5,Automatic,,
1098,Maruti Suzuki,Ciaz,1.5L Zeta At Smart Hybrid,"2,92,667",FWD ,BS 6,43 litres,Petrol,4490 mm,Sedan,4,20.28 km/litre,5,Automatic,,
1099,Maruti Suzuki,Ciaz,1.5L Alpha At Smart Hybrid,"2,92,667",FWD ,BS 6,43 litres,Petrol,4490 mm,Sedan,4,20.28 km/litre,5,Automatic,,
1100,Maruti Suzuki,Ciaz,1.5L Alpha,"2,92,667",FWD ,BS IV,43 litres,Diesel,4490 mm,Sedan,4,26.82 km/litre,5,Manual,,
1101,Maruti Suzuki,Ciaz,1.5L Delta,"2,92,667",FWD ,BS IV,43 litres,Diesel,4490 mm,Sedan,4,26.32 km/litre,5,Manual,,
1102,Maruti Suzuki,Ciaz,1.5L Zeta,"2,92,667",FWD ,BS IV,43 litres,Diesel,4490 mm,Sedan,4,26.32 km/litre,5,Manual,,
1103,Skoda,Rapid,1.6 Mpi Ambition,"2,92,667",FWD ,BS IV,55 litres,Petrol,4413 mm,Sedan,4,15.41 km/litre,5,Manual,,
1104,Skoda,Rapid,1.5 Tdi Cr Active,"2,92,667",FWD ,BS IV,55 litres,Diesel,4413 mm,Sedan,4,21.13 km/litre,5,Manual,,
1105,Skoda,Rapid,1.6 Mpi Active,"2,92,667",FWD ,BS IV,55 litres,Petrol,4413 mm,Sedan,4,15.41 km/litre,5,Manual,,
1106,Skoda,Rapid,1.5 Tdi Cr Ambition,"2,92,667",FWD ,BS IV,55 litres,Diesel,4413 mm,Sedan,4,21.13 km/litre,5,Manual,,
1107,Skoda,Rapid,1.5 Tdi Cr Ambition At,"2,92,667",FWD ,BS IV,55 litres,Diesel,4413 mm,Sedan,4,21.72 km/litre,5,Automatic,,
1108,Skoda,Rapid,1.6 Mpi Style At,"2,92,667",FWD ,BS IV,55 litres,Petrol,4413 mm,Sedan,4,14.84 km/litre,5,Automatic,,
1109,Skoda,Rapid,1.5 Tdi Cr Style At,"2,92,667",FWD ,BS IV,55 litres,Diesel,4413 mm,Sedan,4,21.72 km/litre,5,Automatic,,
1110,Skoda,Rapid,1.5 Tdi Cr Style,"2,92,667",FWD ,BS IV,55 litres,Diesel,4413 mm,Sedan,4,21.13 km/litre,5,Manual,,
1111,Skoda,Rapid,1.6 Mpi Style,"2,92,667",FWD ,BS IV,55 litres,Petrol,4413 mm,Sedan,4,15.41 km/litre,5,Manual,,
1112,Skoda,Rapid,1.6 Mpi Ambition At,"2,92,667",FWD ,BS IV,55 litres,Petrol,4413 mm,Sedan,4,14.84 km/litre,5,Automatic,,
1113,Skoda,Rapid,Onyx Mt Petrol,"2,92,667",FWD ,BS IV,55 litres,Petrol,4413 mm,Sedan,4,15.41 km/litre,5,Manual,,
1114,Skoda,Rapid,Onyx At Petrol,"2,92,667",FWD ,BS IV,55 litres,Petrol,4413 mm,Sedan,4,14.84 km/litre,5,Automatic,,
1115,Skoda,Rapid,Onyx Mt Diesel,"2,92,667",FWD ,BS IV,55 litres,Diesel,4413 mm,Sedan,4,21.13 km/litre,5,Manual,,
1116,Skoda,Rapid,Onyx At Diesel,"2,92,667",FWD ,BS IV,55 litres,Diesel,4413 mm,Sedan,4,21.72 km/litre,5,Automatic,,
1117,Fiat,Abarth Punto,1.4 T-Jet,"2,92,667",FWD ,BS IV,,Petrol,3989 mm,Hatchback,5,16.3 km/litre,5,Manual,,
1118,Hyundai,Creta,1.4 Crdi E Plus,"2,92,667",FWD ,BS IV,55 litres,Diesel,4270 mm,SUV,5,21.38 km/litre,5,Manual,,
1119,Hyundai,Creta,1.6 Vtvt E Plus,"2,92,667",FWD ,BS IV,55 litres,Petrol,4270 mm,SUV,5,15.29 km/litre,5,Manual,,
1120,Hyundai,Creta,1.6 Vtvt Sx,"2,92,667",FWD ,BS IV,55 litres,Petrol,4270 mm,SUV,5,15.29 km/litre,5,Manual,,
1121,Hyundai,Creta,1.6 Vtvt Sx (O),"2,92,667",FWD ,BS IV,55 litres,Petrol,4270 mm,SUV,5,15.29 km/litre,5,Manual,,
1122,Hyundai,Creta,1.6 Vtvt Sx At,"2,92,667",FWD ,BS IV,55 litres,Petrol,4270 mm,SUV,5,15.29 km/litre,5,Automatic,,
1123,Hyundai,Creta,1.6 Vtvt Sx Dual Tone,"2,92,667",FWD ,BS IV,55 litres,Petrol,4270 mm,SUV,5,15.29 km/litre,5,Automatic,,
1124,Hyundai,Creta,1.4 Crdi S,"2,92,667",FWD ,BS IV,55 litres,Diesel,4270 mm,SUV,5,21.38 km/litre,5,Manual,,
1125,Hyundai,Creta,1.6 Crdi Sx,"2,92,667",FWD ,BS IV,55 litres,Diesel,4270 mm,SUV,5,19.67 km/litre,5,Manual,,
1126,Hyundai,Creta,1.6 Crdi Sx (O),"2,92,667",FWD ,BS IV,55 litres,Diesel,4270 mm,SUV,5,19.67 km/litre,5,Manual,,
1127,Hyundai,Creta,1.6 Crdi Sx At,"2,92,667",FWD ,BS IV,55 litres,Diesel,4270 mm,SUV,5,17.01 km/litre,5,Automatic,,
1128,Hyundai,Creta,1.6 Crdi Sx Dual Tone,"2,92,667",FWD ,BS IV,55 litres,Diesel,4270 mm,SUV,5,19.67 km/litre,5,Manual,,
1129,Hyundai,Creta,1.6 Crdi S At,"2,92,667",FWD ,BS IV,55 litres,Diesel,4270 mm,SUV,5,17.01 km/litre,5,Automatic,,
1130,Hyundai,Creta,1.6 Vtvt Sx (O) Executive,"2,92,667",FWD ,BS IV,55 litres,Petrol,4270 mm,SUV,5,15.29 km/litre,5,Manual,,
1131,Hyundai,Creta,1.6 Crdi Sx (O) Executive,"2,92,667",FWD ,BS IV,55 litres,Diesel,4270 mm,SUV,5,19.67 km/litre,5,Manual,,
1132,Hyundai,Creta,1.4 Crdi Ex,"2,92,667",FWD ,BS IV,55 litres,Diesel,4270 mm,SUV,5,21.38 km/litre,5,Manual,,
1133,Hyundai,Creta,1.6 Vtvt Ex,"2,92,667",FWD ,BS IV,55 litres,Petrol,4270 mm,SUV,5,15.29 km/litre,5,Manual,,
1134,Hyundai,Creta,Sports Edition Petrol,"2,92,667",FWD ,BS IV,55 litres,Petrol,4270 mm,SUV,5,15.29 km/litre,5,Manual,,
1135,Hyundai,Creta,Sports Edition Diesel,"2,92,667",FWD ,BS IV,55 litres,Diesel,4270 mm,SUV,5,19.67 km/litre,5,Manual,,
1136,Tata,Harrier,Revotorq Xe,"2,92,667",FWD ,BS 6,50 litres,Diesel,4598 mm,SUV,5,16.7 km/litre,5,Manual,,
1137,Tata,Harrier,Revotorq Xm,"2,92,667",FWD ,BS 6,50 litres,Diesel,4598 mm,SUV,5,16.7 km/litre,5,Manual,,
1138,Tata,Harrier,Revotorq Xt,"2,92,667",FWD ,BS 6,50 litres,Diesel,4598 mm,Hatchback,5,16.7 km/litre,5,Manual,,
1139,Tata,Harrier,Revotorq Xz,"2,92,667",FWD ,BS 6,50 litres,Diesel,4598 mm,Hatchback,5,16.7 km/litre,5,Manual,,
1140,Tata,Harrier,Revotorq Xz Dual Tone,"2,92,667",FWD ,BS 6,50 litres,Diesel,4598 mm,Hatchback,5,16.7 km/litre,5,Manual,,
1141,Tata,Harrier,Revotorq Dark Edition,"2,92,667",FWD ,BS 6,50 litres,Diesel,4598 mm,Hatchback,5,16.7 km/litre,5,Manual,,
1142,Isuzu,Dmax V-Cross,Standard,"2,92,667",AWD ,BS IV,,Diesel,5295 mm,Pick-up,4,10.3 km/litre,5,Manual,,
1143,Isuzu,Dmax V-Cross,High Z,"2,92,667",AWD ,BS IV,,Diesel,5295 mm,Pick-up,4,10.3 km/litre,5,Manual,,
1144,Isuzu,Dmax V-Cross,Z Prestige,"2,92,667",AWD ,BS IV,,Diesel,5295 mm,Pick-up,4,10.3 km/litre,5,Automatic,,
1145,Mitsubishi,Outlander,2.4L Outlander,"2,92,667",AWD ,,60 litres,Petrol,4695 mm,SUV,5,9.62 km/litre,7,Automatic,,
1146,,Mercedes-Benz Gla-Class,200 Sport,"2,92,667",4WD,BS IV,50 litres,Petrol,4424 mm,SUV,5,13.8 km/litre,5,Automatic,,
1147,,Mercedes-Benz Gla-Class,200 D Style,"2,92,667",4WD,BS IV,70 litres,Diesel,4424 mm,SUV,5,17.9 km/litre,5,Automatic,,
1148,,Mercedes-Benz Gla-Class,200 D Sport,"2,92,667",4WD,BS IV,70 litres,Diesel,4424 mm,SUV,5,17.9 km/litre,5,Automatic,,
1149,,Mercedes-Benz Gla-Class,45 Amg 4Matic,"2,92,667",4WD,BS IV,50 litres,Petrol,4445 mm,SUV,5,13.8 km/litre,5,Automatic,,
1150,,Mercedes-Benz Gla-Class,220 D 4Matic,"2,92,667",4WD,BS IV,70 litres,Diesel,4424 mm,SUV,5,17.9 km/litre,5,Automatic,,
1151,,Mercedes-Benz Gla-Class,45 Aero Edition,"2,92,667",4WD,BS IV,50 litres,Petrol,4445 mm,SUV,5,13.8 km/litre,5,Automatic,,
1152,Honda,Accord Hybrid,2.0 At,"2,92,667",FWD ,BS IV,60 litres,Hybrid,4933 mm,Sedan,4,23.1 km/litre,5,Automatic,,
1153,Bmw,5-Series,520D Luxury Line,"2,92,667",RWD ,BS IV,70 litres,Diesel,4907 mm,Sedan,4,18.12 km/litre,5,Automatic,,
1154,Bmw,5-Series,530D M Sport,"2,92,667",RWD ,BS IV,70 litres,Diesel,4907 mm,Sedan,4,14.69 km/litre,5,Automatic,,
1155,Bmw,5-Series,530I M Sport,"2,92,667",RWD ,BS IV,70 litres,Petrol,4907 mm,Sedan,4,15.01 km/litre,5,Automatic,,
1156,Bmw,6-Series,630D Gt Luxury Line,"2,92,667",AWD ,BS IV,88 litres,Diesel,5219 mm,Sedan,4,16.46 km/litre,4,Automatic,,
1157,Bmw,6-Series,630D Gt M Sport,"2,92,667",AWD ,BS IV,88 litres,Diesel,5219 mm,Sedan,4,16.46 km/litre,4,Automatic,,
1158,Bmw,6-Series,630I Gt Luxury Line,"2,92,667",RWD ,BS IV,70 litres,Petrol,4894 mm,Coupe,2,7.94 km/litre,4,Automatic,,
1159,Bmw,6-Series,620D Gt Luxury Line,"2,92,667",RWD ,BS IV,66 litres,Diesel,5091 mm,Sedan,4,21.76 km/litre,4,Automatic,,
1160,Porsche,Macan,S,"Rs. 85,03,000",AWD ,BS IV,65 litres,Petrol,4696 mm,SUV,5,#REF!,5,Automatic,,
1161,Porsche,Macan,Base,"2,92,667",AWD ,BS 6,65 litres,Petrol,4696 mm,SUV,5,10.8 km/litre,5,Automatic,,
1162,Jaguar,F-Type,5.0 Convertible R,"Rs. 2,36,59,454",,,,Petrol,4470 mm,Convertible,4,#REF!,,Automatic,,
1163,Jaguar,F-Type,5.0 Coupe R,"2,92,667",RWD ,BS IV,72 litres,Petrol,4470 mm,Coupe,2,14.3 km/litre,2,Automatic,,
1164,Jaguar,F-Type,Svr Coupe,"2,92,667",AWD ,BS IV,70 litres,Petrol,4475 mm,Coupe,2,12.05 km/litre,2,Automatic,,
